"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-02053","Bihar","Ranchi","10.93","Commercial","Fallow","5","6","1","","5.05","5.2","9","5","3.64","Water management","11","5","5","13.26","3","19.15"
"SYN-LA-02054","Jharkhand","Bhagalpur","1.86","Residential","Fallow","4","4","0","0","0.38","0.43","3","7","10.85","Industrial corridor","13","3","6","9.15","1","10.2"
"SYN-LA-02055","Jharkhand","Dhanbad","","Residential","Mixed use","1","2","1","3","1.07","1.18","6","3","2.29","Water management","18","1","5","8.54","2","14.8"
"SYN-LA-02056","Bihar","Bhagalpur","14.05","Residential","Multi-crop","2","3","0","","5.64","6.67","6","6","11.8","Industrial corridor","2","1","8","6.65","1","7.22"
"SYN-LA-02057","Jharkhand","","18.16","Commercial","Mixed use","7","7","0","0","5.38","6.88","4","10","2.32","Rail","16","1","4","9.7","1","12.02"
"SYN-LA-02058","Bihar","Saran","11.48","Commercial","Residential","3","3","1","4","9.41","12.09","3","6","","Public utility","4","","7","11.94","1","17.93"
"SYN-LA-02059","","Nalanda","20.11","Industrial","Fallow","","3","1","4","3.97","5.29","6","3","10.59","Road","20","3","6","10.07","3","18.08"
"SYN-LA-02060","Jharkhand","Bhojpur","7.88","","Residential","6","6","0","1","6.79","7.12","3","4","9.4","Rail","18","4","4","7.27","2","10.61"
"SYN-LA-02061","Bihar","Dhanbad","22.16","Residential","Fallow","8","9","0","0","6.64","8.89","6","8","3.8","Road","4","2","6","11.83","1","12.89"
"SYN-LA-02062","Uttar Pradesh","Muzaffarpur","21.42","Agricultural","Residential","2","2","","0","16.77","19.9","2","8","3.14","Rail","18","","10","10.13","0","11.06"
"SYN-LA-02063","Jharkhand","Nalanda","10.97","Agricultural","Multi-crop","4","5","0","1","3.81","3.98","8","3","","Water management","","1","8","10.57","1","11.92"
"SYN-LA-02064","Bihar","Saran","13.9","Industrial","Multi-crop","7","8","1","0","7.89","8.1","2","7","11.32","","17","","8","10.11","2","14.29"
"SYN-LA-02065","Uttar Pradesh","Patna","24.77","Forest buffer","Mixed use","6","6","0","0","10.28","12.83","","2","10.08","Water management","6","2","4","6.44","1","9.34"
"SYN-LA-02066","Uttar Pradesh","Gaya","20.1","Agricultural","Commercial","8","8","0","0","12.2","15.55","7","6","4.89","Road","20","4","6","9.74","2","12.97"
"SYN-LA-02067","Bihar","Purnia","2.93","Forest buffer","Residential","7","7","0","0","0.66","0.69","3","2","","Road","19","4","6","13.77","2","17.42"
"SYN-LA-02068","Uttar Pradesh","Dhanbad","6.08","Agricultural","Mixed use","2","2","0","0","2.4","3.12","8","7","7.61","Rail","4","5","9","9.67","1","10.57"
"","Uttar Pradesh","Nalanda","9.94","Forest buffer","Commercial","4","","0","0","7.41","9.47","4","1","7.87","Rail","","5","10","8.6","1","8.85"
"SYN-LA-02070","Bihar","Muzaffarpur","1.3","Forest buffer","Residential","8","8","0","0","0.74","0.93","9","8","7.16","Rail","2","5","8","11.4","1","14.42"
"SYN-LA-02071","Bihar","Muzaffarpur","19.51","Commercial","Fallow","3","3","0","0","10.13","12.42","4","9","4.54","Water management","11","3","8","7.02","0","7.85"
"SYN-LA-02072","Jharkhand","","3.27","Agricultural","Single-crop","1","2","0","0","2.76","3.65","8","9","0.59","Water management","4","4","8","9.23","0","11.52"
"SYN-LA-02073","Jharkhand","Vaishali","21.62","Forest buffer","Mixed use","3","5","0","0","17.96","18.72","6","8","0.26","Public utility","20","4","9","10.46","1","12.01"
"SYN-LA-02074","Bihar","Saran","7.13","Commercial","Commercial","6","7","0","0","4.21","4.8","1","6","6.78","Public utility","3","2","7","11.83","1","14.56"
"SYN-LA-02075","Jharkhand","Bhojpur","6.17","Agricultural","Single-crop","","3","1","2","3.17","3.91","6","7","3.64","Public utility","14","0","7","12.33","1","17.1"
"SYN-LA-02076","Bihar","Begusarai","18.85","Agricultural","Residential","4","5","0","0","14.95","19.18","8","7","5.59","Water management","4","3","8","11.17","1","12.3"
"SYN-LA-02077","Uttar Pradesh","Saran","16.36","Residential","Multi-crop","2","1","0","0","6.57","8.13","7","3","9.99","","8","4","8","6.54","1","9.61"
"SYN-LA-02078","Uttar Pradesh","Nalanda","13.36","Industrial","Mixed use","3","3","0","1","5.41","7.42","8","5","0.63","Public utility","13","","5","11.62","1","14.25"
"SYN-LA-02079","Bihar","","3.39","Residential","Multi-crop","4","4","0","1","1.41","1.44","4","3","4.28","Road","3","5","8","10.27","1","12.89"
"SYN-LA-02080","","Muzaffarpur","8.44","Commercial","Fallow","","4","0","0","5.52","7.38","1","5","10","Road","3","5","7","9.05","1","10.2"
"SYN-LA-02081","Jharkhand","Bhagalpur","11.31","Forest buffer","Single-crop","4","5","0","0","4.47","","6","","2.05","","","4","","8.41","1","11.59"
"SYN-LA-02082","Uttar Pradesh","Bhagalpur","24.87","Agricultural","","8","9","0","0","","26.16","0","4","0.29","Public utility","19","4","7","10.25","1","11.61"
"SYN-LA-02083","Jharkhand","Bhagalpur","12.45","Forest buffer","Residential","3","5","0","1","5.25","7.29","10","3","3.67","Water management","8","2","9","13.09","2","15.79"
"SYN-LA-02084","Bihar","Gaya","17.5","Commercial","Fallow","6","8","","0","15.36","20.65","4","4","10.2","Industrial corridor","8","1","7","8.49","1","9.2"
"SYN-LA-02085","Bihar","Dhanbad","13.57","Agricultural","Residential","5","7","0","0","5.37","6.56","6","9","0.18","Rail","9","4","5","10.44","1","12.62"
"SYN-LA-02086","Uttar Pradesh","Bhagalpur","4.99","Forest buffer","Multi-crop","7","9","1","2","4.31","5.94","5","","10.01","Road","5","2","5","8.88","2","13.03"
"SYN-LA-02087","Uttar Pradesh","Dhanbad","23.34","Residential","Commercial","1","1","0","","18.95","20.2","4","5","0.6","Road","11","2","9","7.29","0","8.78"
"SYN-LA-02088","Jharkhand","Bhagalpur","10.18","Commercial","Residential","2","4","1","1","2.52","2.93","3","3","8.59","Industrial corridor","14","0","6","9.36","1","13.04"
"SYN-LA-02089","Bihar","Vaishali","21.87","Forest buffer","Multi-crop","6","8","","0","","16.79","5","6","3.12","Water management","2","1","7","8.39","1","9.27"
"SYN-LA-02090","Uttar Pradesh","Begusarai","18.87","Agricultural","Residential","3","5","1","3","","13.48","1","7","7.5","Rail","6","1","6","15.34","1","19.4"
"SYN-LA-02091","Bihar","Begusarai","2.37","Industrial","Residential","6","8","1","1","1.4","1.46","3","4","9.2","Water management","","4","7","8.68","2","14.28"
"","Bihar","Ranchi","4.68","Agricultural","Mixed use","4","6","0","1","3.1","4.1","8","6","0.35","Public utility","14","4","9","13.28","1","15.91"
"SYN-LA-02093","Bihar","","10.11","Commercial","","8","8","1","4","8.79","10.17","6","5","5.19","Public utility","2","4","8","14.88","3","22.28"
"SYN-LA-02094","Jharkhand","Muzaffarpur","8.8","Residential","Residential","2","2","0","0","3.89","5.05","2","7","6.94","Water management","13","2","","8.61","0","8.58"
"SYN-LA-02095","Jharkhand","Ranchi","6.3","Forest buffer","Multi-crop","3","3","0","0","4.26","5.89","7","4","0.49","Public utility","18","1","9","5.56","1","6.74"
"SYN-LA-02096","Bihar","Dhanbad","8.61","Forest buffer","Single-crop","3","2","1","1","6.83","9.18","5","2","6.24","Rail","7","4","6","7.25","2","13.24"
"","Uttar Pradesh","Vaishali","2.03","Agricultural","Commercial","4","4","0","0","1.01","1.31","2","8","8.87","Industrial corridor","6","4","9","10.22","0","11.55"
"SYN-LA-02098","Bihar","Saran","5.1","Forest buffer","Mixed use","3","3","0","1","2.6","3.3","7","1","9.77","Industrial corridor","16","4","6","7.88","2","12.31"
"SYN-LA-02099","Bihar","Begusarai","15.02","Residential","Mixed use","5","4","0","0","5.75","6.18","3","9","2.95","Rail","3","3","10","6.87","0","7.84"
"SYN-LA-02100","Jharkhand","Saran","4.42","Agricultural","Single-crop","","4","0","0","1.54","1.58","5","6","6.97","Public utility","20","4","5","","2","16.62"
"SYN-LA-02101","Jharkhand","Bhojpur","13.57","Forest buffer","","6","8","0","0","4.27","4.85","4","","4.19","Public utility","18","3","","11.21","2","14.51"
"SYN-LA-02102","Jharkhand","Dhanbad","9.05","Forest buffer","","2","2","","0","5.34","","5","2","0.42","Industrial corridor","12","2","5","8","1","8.88"
"SYN-LA-02103","Jharkhand","Ranchi","24.52","","Mixed use","2","3","0","0","14.61","17.01","4","4","8.36","Rail","15","3","7","11.79","1","13.46"
"SYN-LA-02104","Uttar Pradesh","Vaishali","23.06","Forest buffer","Multi-crop","3","2","0","1","11.87","16.04","3","5","9.48","Road","19","4","8","7.87","1","11.22"
"SYN-LA-02105","Bihar","Gaya","8.47","Forest buffer","Fallow","7","7","0","0","6.9","","8","7","0.45","Water management","3","4","6","13.14","1","15.02"
"SYN-LA-02106","Jharkhand","Nalanda","24.8","Industrial","Multi-crop","2","1","1","4","14.56","17.89","4","8","2.83","Rail","15","1","8","12.71","1","17.86"
"SYN-LA-02107","Uttar Pradesh","Vaishali","4.37","Residential","Single-crop","7","8","0","0","2.67","3.66","4","8","3.88","Rail","2","2","4","9.31","1","13.44"
"SYN-LA-02108","Jharkhand","Bhagalpur","11.29","Commercial","Multi-crop","2","2","0","0","","2.87","7","5","10.72","Water management","10","3","9","4.21","1","6.5"
"SYN-LA-02109","Jharkhand","Patna","18.83","Agricultural","Commercial","8","9","0","0","10.36","12.51","4","9","7.15","Road","5","2","6","12.45","1","15.9"
"SYN-LA-02110","Jharkhand","Nalanda","21.23","Forest buffer","Fallow","2","1","0","0","17.29","19.79","9","4","0.71","Rail","12","5","9","9.69","1","11.59"
"SYN-LA-02111","Uttar Pradesh","Purnia","","Forest buffer","Fallow","7","7","0","0","2.05","2.69","4","2","10.89","Road","8","3","5","7.97","2","9.48"
"SYN-LA-02112","Uttar Pradesh","Saran","2.73","Industrial","Multi-crop","6","8","0","0","2.25","2.55","1","7","11.13","Water management","20","2","7","8.8","1","11.61"
"SYN-LA-02113","Uttar Pradesh","Muzaffarpur","7.31","Forest buffer","Mixed use","5","4","0","0","2.55","2.89","6","5","7.58","Industrial corridor","10","4","9","13.04","1","14.96"
"SYN-LA-02114","Jharkhand","Bhojpur","22.24","Residential","Single-crop","3","4","0","1","18.91","24.03","2","4","7.54","Industrial corridor","8","2","9","11.05","1","13.53"
"SYN-LA-02115","Bihar","Patna","23.82","Residential","Mixed use","6","7","0","0","8.93","11","6","9","1.41","Water management","12","2","3","12.95","1","15.47"
"SYN-LA-02116","Bihar","Patna","19.8","Residential","Mixed use","8","9","0","0","16.29","20.69","4","7","5.54","Rail","11","1","5","13.28","1","14.37"
"SYN-LA-02117","Uttar Pradesh","Bhojpur","22.16","Residential","Residential","","6","0","0","12.02","13.14","3","9","8","Road","5","6","8","12.74","1","15.05"
"SYN-LA-02118","Jharkhand","Patna","22.01","Industrial","Multi-crop","2","2","0","1","14.5","18.31","6","7","11.05","Water management","","3","7","9.87","1","11.67"
"SYN-LA-02119","Uttar Pradesh","Gaya","23.92","Forest buffer","Fallow","3","4","0","0","15.38","15.9","","4","10.62","Road","11","3","8","10.6","1","13.51"
"SYN-LA-02120","Bihar","Gaya","11.02","Forest buffer","Residential","7","8","0","0","8.73","10.19","3","2","","Public utility","10","1","","14.31","1","16.92"
"SYN-LA-02121","Bihar","Purnia","15.99","Commercial","Multi-crop","7","8","0","0","13.48","15.56","5","10","7.98","Public utility","19","2","6","7.26","1","9.14"
"SYN-LA-02122","Bihar","Saran","8.25","Industrial","Mixed use","2","2","0","1","6.63","8.59","4","9","0.47","Public utility","5","5","8","11.72","1","13.46"
"SYN-LA-02123","Jharkhand","Bhojpur","12.98","Residential","Mixed use","3","4","0","0","7.57","8.12","4","10","10.41","Industrial corridor","6","2","7","","1","12.97"
"SYN-LA-02124","Uttar Pradesh","Patna","12.88","Forest buffer","Residential","8","9","0","0","","6.62","4","","11.85","Water management","17","1","4","15.37","2","18.56"
"SYN-LA-02125","Bihar","Begusarai","12.56","Industrial","Fallow","3","4","0","0","9.71","13.18","2","9","4.51","Water management","15","1","8","8.4","0","10.77"
"SYN-LA-02126","Uttar Pradesh","Ranchi","19.8","Residential","Residential","7","7","0","0","16.75","21.39","4","9","11.07","Industrial corridor","","3","4","12.26","1","15.71"
"SYN-LA-02127","Jharkhand","Ranchi","21.24","Commercial","","8","9","1","","15.77","21.95","2","3","0.3","Rail","5","3","6","9.78","2","13.48"
"SYN-LA-02128","Jharkhand","Begusarai","6.11","Forest buffer","Mixed use","3","5","0","1","1.34","1.38","2","6","2.33","Public utility","19","5","8","9.31","1","12.37"
"SYN-LA-02129","Uttar Pradesh","Nalanda","4.62","Agricultural","Multi-crop","7","7","0","0","3.91","5.23","4","4","1.75","Road","3","2","4","8.27","1","9.84"
"SYN-LA-02130","Uttar Pradesh","Purnia","1.53","Industrial","Mixed use","","7","0","0","1.2","1.49","1","6","4.23","Road","8","2","10","8.31","0","7.93"
"SYN-LA-02131","Uttar Pradesh","Saran","9.48","Industrial","Single-crop","","2","0","0","8.22","9.68","","5","6.88","Rail","7","1","8","5.67","0","7.56"
"SYN-LA-02132","Uttar Pradesh","Nalanda","6.34","Commercial","Mixed use","5","5","0","0","3.15","4.31","8","6","3.56","Road","9","0","9","8.72","1","8.96"
"SYN-LA-02133","Jharkhand","Nalanda","13","Industrial","Fallow","6","8","0","0","8.42","9.1","2","6","0.95","Water management","18","3","5","10.12","1","12.53"
"SYN-LA-02134","","Muzaffarpur","23.97","Forest buffer","","4","5","0","0","18.99","24.42","9","6","3.94","Industrial corridor","12","2","7","11.3","1","12.26"
"SYN-LA-02135","Uttar Pradesh","Begusarai","13.57","Residential","Single-crop","","1","0","0","8.49","11.6","1","10","9.93","Rail","20","0","","7.8","0","10.6"
"SYN-LA-02136","Jharkhand","Bhojpur","16.25","","Multi-crop","4","6","0","0","","18.94","7","5","12.01","Rail","2","2","8","11.52","1","13.24"
"SYN-LA-02137","Bihar","Bhagalpur","16.64","Industrial","","1","1","1","0","11.02","14.2","3","4","8.33","Industrial corridor","6","2","7","5.9","1","8.02"
"SYN-LA-02138","Uttar Pradesh","Saran","13.71","Forest buffer","Fallow","6","7","0","0","3.72","5.17","9","2","1.46","Public utility","15","4","8","8.31","1","11.43"
"SYN-LA-02139","Uttar Pradesh","Begusarai","11.41","Forest buffer","Commercial","4","3","0","1","","6.06","5","3","8.43","","11","3","6","7.6","1","10.94"
"SYN-LA-02140","Uttar Pradesh","Bhagalpur","4.18","Forest buffer","","5","5","0","0","1.34","1.5","2","7","0.81","Road","3","2","8","12.97","1","13.65"
"SYN-LA-02141","Jharkhand","Begusarai","2.23","Residential","Commercial","3","5","0","0","1.89","2.21","6","6","5.5","Water management","9","3","7","8.44","1","10.14"
"SYN-LA-02142","Uttar Pradesh","Purnia","9.54","Industrial","Commercial","2","4","0","0","1.79","2.03","5","4","7.36","Water management","9","5","10","6.51","1","7.53"
"SYN-LA-02143","Jharkhand","Bhojpur","17.68","Industrial","Fallow","8","8","0","0","7.6","9.59","4","10","","Industrial corridor","18","3","4","8.28","1","11.46"
"SYN-LA-02144","Uttar Pradesh","Muzaffarpur","8.07","Forest buffer","Commercial","2","3","","1","6.05","6.47","8","5","","Road","8","4","7","8.81","1","12.93"
"SYN-LA-02145","Jharkhand","Patna","24.8","Agricultural","Mixed use","1","0","0","0","8.71","12.15","4","5","10.27","Water management","","1","6","8.46","1","11.16"
"SYN-LA-02146","Uttar Pradesh","Dhanbad","5.76","Residential","Fallow","8","10","0","","1.69","1.74","7","7","8.68","Public utility","20","3","8","11.09","2","12.29"
"SYN-LA-02147","Uttar Pradesh","Bhagalpur","22.66","Commercial","Single-crop","2","3","0","0","10.71","11.01","3","5","11.47","Road","9","3","6","6.34","1","7.83"
"SYN-LA-02148","Uttar Pradesh","Patna","","Residential","Fallow","3","","0","0","","6.51","3","4","4.46","Rail","13","4","6","6.13","1","7.94"
"SYN-LA-02149","Bihar","Gaya","7.43","Forest buffer","Single-crop","1","2","0","0","6.13","6.88","8","3","10.36","Water management","2","2","7","4.8","1","6.94"
"SYN-LA-02150","Bihar","Dhanbad","22.56","Forest buffer","Multi-crop","3","4","0","1","10.14","11.51","8","6","0.21","Rail","13","1","8","7.7","1","9.07"
"SYN-LA-02151","Bihar","Ranchi","2.33","Industrial","Residential","4","5","1","3","1.31","1.7","6","3","11.25","Road","13","5","6","11.18","3","16.75"
"SYN-LA-02152","Jharkhand","Purnia","4.34","Forest buffer","Residential","8","9","0","0","0.94","","","6","3.59","Road","20","6","7","10.04","2","13.52"
"SYN-LA-02153","Bihar","Nalanda","6.47","Residential","Fallow","8","10","","0","3.71","4.41","5","8","","Water management","3","3","7","13.76","2","16.53"
"SYN-LA-02154","Jharkhand","Ranchi","9.23","Agricultural","Single-crop","5","7","0","0","7.18","7.71","0","9","9.85","Public utility","6","4","6","6.72","1","7.96"
"SYN-LA-02155","Jharkhand","Patna","15.25","Industrial","Mixed use","3","3","0","1","8.37","","4","7","1.2","Water management","16","4","5","11.98","1","14.47"
"SYN-LA-02156","Uttar Pradesh","Dhanbad","20.12","Industrial","Residential","8","7","1","2","14.01","15.73","7","10","0.33","Public utility","3","1","4","","2","21.94"
"SYN-LA-02157","Uttar Pradesh","Saran","4.84","Industrial","Single-crop","3","2","0","0","2.66","2.82","1","7","2.7","Industrial corridor","9","2","10","8.12","0","10.14"
"SYN-LA-02158","","Vaishali","14.68","","Fallow","8","8","0","","6.42","7.34","1","4","4.97","Industrial corridor","17","1","6","15.29","1","17.96"
"SYN-LA-02159","Uttar Pradesh","Patna","20.67","Agricultural","Mixed use","7","7","1","0","17.72","18.8","5","6","11.63","","10","2","7","8.79","2","12"
"SYN-LA-02160","Uttar Pradesh","Bhagalpur","15.84","Forest buffer","Residential","2","2","","1","12","14.44","4","2","9.76","Road","16","5","5","6.38","2","10.85"
"SYN-LA-02161","Jharkhand","Begusarai","20.42","Residential","Single-crop","1","0","1","1","13.88","14.53","3","9","8.05","Rail","18","0","7","6.35","1","10.35"
"SYN-LA-02162","Uttar Pradesh","Begusarai","0.89","Commercial","Single-crop","8","7","0","0","0.52","0.65","2","3","1.65","Water management","12","1","6","8.93","1","10.44"
"SYN-LA-02163","Bihar","","1.91","Agricultural","Multi-crop","2","4","0","1","0.38","0.47","2","4","10.29","Water management","13","3","10","5.48","1","6.19"
"SYN-LA-02164","Bihar","Dhanbad","4.53","Residential","Mixed use","4","6","0","0","2.23","2.68","1","9","9.19","Road","4","3","10","12.21","0","11.97"
"SYN-LA-02165","Uttar Pradesh","Gaya","15.46","","Commercial","7","9","0","1","2.88","4","","5","6.26","","5","3","5","11.83","2","16.1"
"SYN-LA-02166","Uttar Pradesh","Vaishali","12.09","Residential","Multi-crop","3","4","","0","5.37","7.08","2","6","5.89","Industrial corridor","15","0","10","10.34","0","9.01"
"SYN-LA-02167","Jharkhand","Dhanbad","17.44","Forest buffer","Mixed use","6","6","1","3","14.94","20.61","9","7","4.76","Public utility","5","1","5","15.3","2","21.09"
"SYN-LA-02168","Jharkhand","Bhojpur","4.87","Forest buffer","","8","8","0","0","1.03","1.22","4","5","11.45","Rail","19","6","5","15.18","3","18.41"
"SYN-LA-02169","Uttar Pradesh","Patna","18.98","Residential","Commercial","8","10","0","0","6.35","7.35","6","9","","Industrial corridor","16","","","10.98","2","14.24"
"SYN-LA-02170","Jharkhand","Patna","14.97","Commercial","Residential","2","1","0","0","2.78","3.49","4","9","6.54","Industrial corridor","18","3","5","9.53","1","13.52"
"SYN-LA-02171","Uttar Pradesh","Purnia","1.37","Forest buffer","Mixed use","5","5","0","","1.11","1.22","2","3","10.36","Rail","7","0","6","5.8","1","7.47"
"SYN-LA-02172","Bihar","Dhanbad","10.31","Industrial","Mixed use","6","8","0","1","2.16","2.54","1","9","2.52","Rail","17","3","3","10.54","1","16.12"
"SYN-LA-02173","Bihar","Muzaffarpur","8.67","Industrial","Fallow","5","7","0","0","4.55","5.81","5","9","9.8","Road","9","4","5","5.88","1","8.16"
"SYN-LA-02174","Uttar Pradesh","Ranchi","13.63","Industrial","Single-crop","1","2","0","0","6.18","7.65","7","6","2.99","Public utility","10","0","8","4.05","0","5.23"
"SYN-LA-02175","Jharkhand","Vaishali","12.75","Forest buffer","Mixed use","5","6","1","3","5.79","7.85","2","2","3.58","Public utility","9","2","6","10.94","2","17.53"
"SYN-LA-02176","Bihar","Gaya","1.59","Residential","Multi-crop","8","","0","0","0.99","1.12","2","4","4.01","Road","7","2","7","9.53","1","11.81"
"SYN-LA-02177","Uttar Pradesh","Gaya","24.63","Residential","Residential","5","7","0","0","12.31","14.59","5","10","10.8","","15","2","8","9.42","1","9.61"
"SYN-LA-02178","Bihar","Vaishali","8.73","Agricultural","Residential","5","7","0","0","6.74","6.89","3","8","5.58","Rail","4","3","8","11.46","1","11.87"
"SYN-LA-02179","Jharkhand","Gaya","17.21","Forest buffer","Commercial","5","5","0","0","11.75","16.32","5","6","8.21","Water management","17","1","6","9.82","1","10.26"
"SYN-LA-02180","Jharkhand","","11.03","Forest buffer","Single-crop","1","2","0","0","8.39","10","7","2","7.98","Public utility","15","4","7","6.25","1","7.73"
"SYN-LA-02181","Jharkhand","Patna","0.99","Industrial","Residential","8","10","1","1","0.65","0.78","7","8","10.19","Rail","5","2","4","10.12","3","16.44"
"SYN-LA-02182","Jharkhand","Saran","5.36","Residential","Mixed use","3","3","","3","1.94","2.13","8","4","9.63","Water management","5","0","8","9.32","2","12.39"
"SYN-LA-02183","Uttar Pradesh","Saran","9.19","Industrial","Multi-crop","5","5","0","0","2.31","2.84","6","7","8.57","Public utility","6","3","9","9.38","1","11.73"
"SYN-LA-02184","Bihar","Nalanda","10.11","Agricultural","Fallow","5","6","0","0","2.56","2.79","6","8","2.36","Water management","4","1","8","13.04","1","13.38"
"SYN-LA-02185","Bihar","Dhanbad","17.76","Residential","Fallow","1","3","0","0","4.39","6.03","3","5","8.16","Industrial corridor","15","1","7","6.11","1","7.83"
"SYN-LA-02186","Uttar Pradesh","Purnia","13.97","Commercial","Multi-crop","3","4","0","0","4.82","5.65","8","10","6.96","Road","16","1","6","8.11","1","8.54"
"SYN-LA-02187","Bihar","Ranchi","6.18","","Single-crop","3","2","0","0","1.62","1.86","8","7","","Public utility","2","3","7","5.92","1","8.62"
"SYN-LA-02188","Uttar Pradesh","Bhojpur","3.85","Commercial","Multi-crop","6","7","1","4","1.02","1.27","3","7","8.66","Industrial corridor","18","4","4","12.02","3","18.23"
"SYN-LA-02189","Jharkhand","Bhojpur","11.1","Agricultural","Multi-crop","7","9","1","2","6.36","8.02","6","8","2.35","Public utility","3","4","5","11.23","2","15.81"
"SYN-LA-02190","Uttar Pradesh","Gaya","19.12","Forest buffer","Mixed use","2","3","0","0","14.89","18.66","4","5","6.03","Rail","13","4","5","4.85","1","7.82"
"SYN-LA-02191","Bihar","Muzaffarpur","9.18","Commercial","Commercial","4","6","0","0","1.88","2.2","3","4","0.1","Industrial corridor","5","3","6","5.77","1","9.02"
"SYN-LA-02192","Uttar Pradesh","Nalanda","18.91","Industrial","Single-crop","3","5","1","2","9.94","12.78","1","7","8.14","Road","12","3","5","7.57","1","12.29"
"SYN-LA-02193","Jharkhand","Gaya","19.54","Commercial","Commercial","5","6","0","0","12.19","15.91","8","9","3.76","Industrial corridor","17","4","8","10.89","1","12.39"
"SYN-LA-02194","Jharkhand","Vaishali","17.77","Commercial","Mixed use","2","3","0","0","4.35","4.52","2","9","10.35","Rail","19","1","","9.46","0","10.53"
"SYN-LA-02195","Jharkhand","Nalanda","5.27","Commercial","Single-crop","6","7","0","0","4.45","5.62","6","5","2.63","Water management","7","1","5","11.51","1","14.24"
"SYN-LA-02196","Bihar","","17.72","","Multi-crop","3","3","0","0","10.06","12.17","4","8","8.08","Road","4","2","6","8.4","1","10.61"
"SYN-LA-02197","Bihar","Nalanda","16.43","Industrial","Commercial","4","6","0","0","5.84","8.02","7","5","11.89","Water management","","1","8","10.95","1","10.71"
"SYN-LA-02198","Jharkhand","Muzaffarpur","16.96","Forest buffer","Single-crop","1","1","0","0","3.09","3.63","8","2","4.41","Water management","10","1","6","","1","11.7"
"SYN-LA-02199","Uttar Pradesh","Muzaffarpur","21.89","Commercial","Residential","6","8","0","0","","22.56","5","10","3.51","Public utility","11","2","8","11.48","1","12.62"
"SYN-LA-02200","Jharkhand","Nalanda","18.87","Residential","Fallow","1","2","0","0","10.49","13.65","8","9","10.55","Rail","10","4","7","10.95","1","13.17"
"SYN-LA-02201","Jharkhand","Gaya","6.86","Forest buffer","Residential","6","8","1","3","5.87","7.32","10","1","10.73","Water management","8","4","6","10.7","3","17.09"
"SYN-LA-02202","Bihar","Begusarai","8.09","Forest buffer","Fallow","5","6","0","0","2.55","2.74","4","5","10.87","Public utility","15","4","7","9.57","1","12.55"
"SYN-LA-02203","Bihar","Muzaffarpur","6.22","","Mixed use","3","5","0","1","5.09","6.4","1","","8.95","Road","5","4","9","11.28","1","14.88"
"SYN-LA-02204","Jharkhand","Ranchi","8.07","Residential","Commercial","4","5","0","0","5.39","6.42","5","5","","Rail","4","5","9","6.33","1","9.52"
"SYN-LA-02205","Jharkhand","Begusarai","8.02","Forest buffer","Commercial","3","4","0","0","6","7.71","7","5","2.5","Industrial corridor","7","2","8","8.32","1","9"
"SYN-LA-02206","Uttar Pradesh","Dhanbad","13.21","Industrial","Fallow","1","3","0","0","4.71","6.24","4","5","9.94","Rail","10","3","6","5.04","1","8.71"
"SYN-LA-02207","Uttar Pradesh","Nalanda","11.06","Commercial","Fallow","6","6","0","0","","2.89","1","","10.92","Rail","12","","5","8.37","1","10.26"
"SYN-LA-02208","Jharkhand","Nalanda","4.65","Commercial","Commercial","7","9","","1","1.54","1.73","5","5","8.99","Industrial corridor","18","0","6","13.08","3","15.34"
"SYN-LA-02209","Jharkhand","Purnia","22.46","Forest buffer","Multi-crop","3","2","0","0","4.53","5.18","9","2","2.49","Industrial corridor","7","1","9","9.99","1","9.8"
"SYN-LA-02210","Bihar","Bhojpur","","Forest buffer","Fallow","3","5","0","0","3.68","4.8","7","4","7.01","Industrial corridor","18","3","7","8.18","2","9"
"SYN-LA-02211","Jharkhand","Vaishali","13.05","Industrial","Fallow","7","7","0","0","9.44","10.83","0","3","2.2","Rail","20","1","6","11.9","1","14.85"
"SYN-LA-02212","Uttar Pradesh","Bhojpur","1.16","Forest buffer","Fallow","","8","1","2","1.01","1.24","7","6","1.54","Water management","2","","7","15.96","2","19.3"
"SYN-LA-02213","Bihar","Dhanbad","22.71","Commercial","Commercial","6","7","0","0","7.28","10","8","6","6.1","Road","10","4","6","11.69","2","14.62"
"SYN-LA-02214","Bihar","Purnia","22.48","Forest buffer","Mixed use","3","3","0","1","11.04","11.43","5","4","9.39","Water management","17","0","10","","1","12.75"
"SYN-LA-02215","Uttar Pradesh","Bhagalpur","1.73","Industrial","Mixed use","2","2","0","0","1.25","1.48","1","4","11.85","Public utility","","3","8","5.02","0","6.66"
"SYN-LA-02216","","Purnia","7.79","Forest buffer","Mixed use","3","5","0","0","4.63","5.22","6","6","9.44","Rail","7","4","7","","1","9.82"
"SYN-LA-02217","Jharkhand","Patna","20.26","Forest buffer","Commercial","7","8","0","0","10.97","11.63","9","5","1.32","Road","14","5","5","8.66","2","12.67"
"SYN-LA-02218","","Saran","1.41","Agricultural","Multi-crop","1","","1","0","1.11","1.24","6","7","12.08","Rail","7","0","8","10.09","1","13.47"
"SYN-LA-02219","Jharkhand","Saran","16.39","Industrial","Fallow","8","9","0","","4.89","5.52","7","4","","Public utility","3","4","6","9.64","2","12.97"
